ALFA HOSPITALS
Comprehensive Hospital Price List
"Effective Date: September 19, 2025"
Feeding Tube Infant -FG6,,"1,500"
Feeding Tube Infant -FG8,,"1,500"
"Ferric Ammonium Citrate - Haematinic syrup, anti anaemia - 200ml bottle",,"9,000"
Ferro-Denk 50Mg Tablets,,944
Ferrotone (Ferrous Fumarate + Folic Acid+Vitamin,,350
Ferrous Fumarate/anti anaemia syrups 20mg/mL,,"9,750"
FERROUS+FOLIC(FEFOL),,280
FETOSCOPE PLASTIC,,"7,500"
FETOSCOPE WOOD,,"15,200"
Fexofenadine Hydrochloride Tablets 120Mg,,"1,400"
Fexofenadine Hydrochloride Tablets 180Mg,,"1,600"
Fexofenadine Hydrochloride Tablets 60Mg,,600
Finasteride 5 MG,,"1,400"
FINESTERIDE 5MG,,"1,600"
Fluclox + Amoxy Suspension (FLUMOX),,"24,000"
Fluclox 250mg + Amoxycillin 250mg (FLUCAMOX),,"1,500"
Fluconazole 150mg caps (ZOCON),,"5,000"
FLUCONAZOLE DENK 150MG,,"12,250"
"Fluconazole I.V. Infusion 2mg/ml, 25m1,100m1",,"12,000"
Fluphenazine Dicanuate 25mg,,"10,000"
Folic Acid Tablets,,150
Folley catheter 10',,"4,000"
"FOLLEY CATHETER 12""",,"3,300"
"FOLLEY CATHETER 14""",,"3,300"
Folley catheter 16',,"3,300"
Folley catheter 18',,"3,300"
FOLLEY CATHETER 2 WAY,18FR,"3,300"
FOLLEY CATHETER 2 WAY 16FR,,"3,300"
Item,Price
FOLLEY CATHETER 2 WAY 20FR,"3,300"
Folley Catheter 3way 22G,"5,500"
Folley Catheter 3way 24G,"5,500"
Folley catheter 6',"4,000"
Folley catheter 8',"6,000"
Formeterol + Budesonide Inhaler 200 (Foracort),"36,000"
Furosemide/Frusemide 10m g/mL in 2mL,"2,200"
Furosemide/Frusemide 40mg,400
Gabapentin 300mg,"2,200"
GAUZE SWABS - THEATRE 10CM X 10CM,"30,000"
Gentamicin 1 0mg/mL in2mL,"3,000"
Gentamycin Eye/ Ear drops (ABGENTA),"2,500"
Glandin-E2(DINOPROSTONE)TAB,"48,000"
Glibenclamide 5mg,300
Glimepiride 1mg,"1,000"
Glimepiride 2mg,"1,200"
Gloves Examination latex non-sterile Disposable -,"1,340"
Gloves Surgical Latex rubber sterile size 6.5 cm,"1,500"
Gloves Surgical Latex rubber sterile size 7 cm,"1,500"
Gloves Surgical Latex rubber sterile size 7.5 cm,"1,500"
Gloves Surgical Latex rubber sterile Size 8,"1,500"
Glucosamine Sulphate + Chondroitin Sulphate Tabs (Osteomin),"2,000"
"Glucostic strips for sugar monitoring, each strip","2,000"
Glyceryl Trinitrate 0.5mg,"31,500"
Griseofulvin 500mg,425
GYNAZOL vaginal pessaries-3 TABS (MICONAZOLE NITRATE 400MG),"17,500"
HAEMA CAPS,"1,699"
Haloperidol 1.5mg,400
Halothane Solution,"195,000"
Hand Sanitizer 200ml (Lemon),"17,500"
Hand wash (Antibacterial) 500ml,"8,750"
Hartmann's Solution 500mls,"3,000"
Heligo kit (Clarythromycin+Tinidazole+Lansoprazole 250mg/500mg/3Omg),"70,500"
HEMOVIT CAPS,350
"Heparin 1,IU/mL in 5mL","30,000"
Heparin Injection BP 5000ul/ml 10mg,"36,000"
Item,,Price
Hepatitis B Vaccine Adult,,"36,000"
HOME KIT PREGNANCY TEST - 1,,"3,500"
Hydralazine-hydrochloride 20mg/mL in ImL,,"26,700"
Hydralazine-hydrochloride 25mg Tabs,,420
Hydrocortisone 20mg + Fuside Cream 10mg (fusizon),,"15,000"
Hydrocortisone cream 15gm (LUCIN),,"3,500"
Hydrocortisone Cream 15gm tube,(Elycort),"3,850"
Hydrocortisone Ointment 15gm tube (Elycort),,"3,850"
Hydrocortisone Powder for Injection 100mg/2ml,,"3,200"
Hydrocortisone Powder for injection 100mg/m1,,"3,000"
Hydrogen Peroxide Mouthwash 100ml bottle,,"2,000"
Hydrogen Peroxide Solution 3% in 100 ml,,"2,500"
Hydroxyprogesterone 250Mg Injection,,"62,000"
Hyoscine Butylbromide 10mg/ml in 2ml,,"3,000"
Hyoscine butylbromide 20 m g/mL in 1 mL,,"3,000"
Hyoscine Butylbromide tabs -Buscopan(DIVIDOL),,300
IBUPROFEN 400MG TABS - DENK,,500
Ibuprofen tablets 200mg (Simfen-200),,100
IBUPROFEN TABS 200mg (IBUMEX),,100
Infusion sets,,"1,500"
INSULIN INTERMEDIATE 50/50 VIAL,,"30,000"
Insulin Mixtard vial 70/30,,"28,000"
Insulin Soluble Vial,,"30,000"
INSULIN SYRINGE 0.5ML,,"1,500"
"Ion Supplement with Choline, Lysine & Zinc - Redin Plus",,140
Ipratropium Bromide Solution for nebulisation (IPRAVENT),,"2,640"
Irbesartan 300 MG,,"3,400"
IRIFONE GEL (ETOFENAMATE),,"24,500"
IRON + MULTIVITAMIN (PHAROVIT),,"11,500"
Iron B complex tonic (FERRO-B),,"6,000"
ISOSORBIDE DINITRATE 10MG TABS,,"3,200"
Itraconazole caps,,"5,000"
JONIT LUBE HYALURONIC ACID,,"1,000"
K Y Gel 42gm Tube,,"21,000"
K- Y Gel 82Gm,,"21,000"
Ketamine Hydrochloride 10Ml,,"8,000"
Item,,Price
Ketoconazole (Shampoo) 200mg/5m1 in100mL,,"35,500"
Ketoconazole 200mg,,"1,200"
ketoprofen,,700
KNEE BRACE,,"46,000"
Kodak Dry View X-ray film 25cm x 20cm (not for prescription),,"128,250"
Lactulose Solution,,"15,000"
LAPARATOMY SPONGE,,"47,000"
LEUPROLIDE ACETATE(LUPRODEX) 3.75MG,,"672,000"
Levamisole Hydrochloride tabs USP 150mg - single dose worm treatment,,"3,000"
Levodopa + Carbidopa 100mg + 25mg,,"2,000"
Levofloxacilin Tabs 500 MG,,"1,600"
LEVOFLOXACIN 750MG,,"2,000"
Levothyroxine 50mcg,,500
LIDOCAINE HYDCHL. GEL - ZYLOCAINE 30GM TUBE,,"16,000"
LIGNOCAIN INJ 2%,,"6,800"
Lindane Lotion Lotion/Cream,,"14,350"
Lioton 1000 Gel 30Gm,,"32,000"
Lisinopril 10mg (Zestril) Tablet,,"2,500"
Lisinopril 20mg (Zestril) Tablets,,"3,100"
Lisinopril 5mg,(Zestil) Tablets,"1,300"
Loperamide tabs,,300
Loratadine 10mg tablet,,800
Loratidine syrup,,"24,500"
Losartan Potassium 50mg,,"1,500"
Losartan Potassium 50Mg + Hydrochlorothiazide 12.5Mg (Repace H),,"1,752"
Magnesium Sulfate Injection 50%,,"4,800"
Magnesium Trisilicate and Aluminium Hydroxide Tab,,100
Mahurkar kit x5 (8813793009) 11.5FR 19.5CM,,"423,500"
Mannitol IV solution 20% in 500mL,,"26,000"
Mebendazole chewable 100mg,,200
MEBEVERINE HCL 135MG,,580
Mebo Ointment 15Gm,,"36,000"
MEDICINE BAG,,60
MEDISAFE DRESSING 9 * 25,,"6,800"
MEDISAFE TRANSPARENT FILM 10 * 12,,"3,800"
Medroxy progesteron acetate 150mg/ml Dep Progestone,,"112,000"
Item,,,Price,
Meloxicam 15mg Tabs (Muvera),,,,780
Mepyramine Maleate,Cream 25Gm (INTAMINE ANTI-HISTAMINE),,,"3,500"
MEROPENEM USP 1GM INJECTION - Monan 1GM INJ,,,,"95,000"
METFORMIN 500MG (MERCK),,,,450
Metformin 500mg (METCHECK),,,,300
Metformin 500Mg Denk,,,,300
Metformin 850mg (DENK),,,,872
Metformin+ Glibenclamide 500mg + 5mg (DIAMIDE),,,,"2,000"
Metformin+ Glimipride 500mg + 2mg,,,,"1,500"
Metformin+ Glimipride 500mg + lmg,,,,"1,480"
METHYL SALICYLATE CREAM (RUBEM ANTI PAIN,,,,"4,500"
Methylated Spirit 70% in 100m1,,,,"2,600"
Methylated Spirit 70%w/w 5lts,,,,"35,000"
Methyldopa 250mg tab,,,,484
Metochlopramide tabs,,,,250
Metoclopramide 10mg (Perinorm) SYRUP,,,,"7,735"
Metoclopramide 5mg/2m1,,,,"7,735"
"Metoprolol 25mg Tab,",,,,"3,000"
Metoprolol Succinate 100Mg Tabs,,,,"2,600"
Metronidazole 200mg tabs,,,,200
METRONIDAZOLE 200mg+DILOXANIDE 250mg,,,,580
metronidazole 200MG+diloxanide 250mg syrup,,,,"15,400"
Metronidazole 500mg/100mL,,,,"5,400"
Metronidazole oral gel,,,,"7,100"
Metronidazole syrup 100mls (MEGYL),,,,"5,500"
Micoconazle Gel 20gm tube (Oromucoral Gel),,,,"7,875"
Micoconazole Cream BP 2% 15gm tube (Fungigen),,,,"3,400"
Miconazole cream,,,,"15,000"
MICONAZOLE NITRATE CREAM (DERMIDEX) 15GM,"3,000",TUBE,,"4,500"
Miconazole oral gel,,,,"32,500"
Microlance 18g 1.5 inch BD,,,,850
Misoprostol 200mcg,,,,"2,704"
Mometasone nasal spray,,,,"58,800"
MONOCRYL 3/0 ROUND BODIED,,,,"30,960"
Monocryl 70Cm X 28Mm,,,,"18,000"
Montelukast 10mg,,,,"1,700"
Item,,Price
Montelukast 4mg pediatric,,"1,000"
Montelukast 5mg tab,,"1,500"
Mouth garggle/med oral 5% in 100 ml,,"4,200"
MOUTH WASH CETYLPYRIDINIUM,,"3,800"
Moxifloxacin HCl 400mg tabs,,"3,400"
Mucolyn cough syrup 100ML Adult,,"3,000"
Mucolyn Syrup Peadiatric 100ml,,"3,000"
Multivitamin (Nutravit) syrup 100mls,,"13,727"
Multivitamin 200m1 (Kidicare),,"20,000"
Multivitamin Drops 30mls,(Appeton Infant),"22,000"
Multivitamin syrup 100ml (Daravit),,"3,500"
Multivitamin Syrup 100ml (Megavit -,,"3,500"
"MULTIVITAMIN SYRUP 100ML (RINAVITA,B1,B12,C,D,NICO)",,"3,500"
Multivitamin tabs,,200
Mupirocin Ointment (Bactroban),,"31,500"
Nalidixic 500mg tabs,,500
NEBIVOLOL 5MG TABS,,900
Nebulizing mask Adult,,"12,500"
Nebulizing mask Paediatric,,"21,000"
NEO SPORT BANDAGE 7.5CM,,"4,500"
Neostigmine Injection,,"4,550"
Neurobion Forte Tablet (Merck),,250
NEUROBION MEPHA INJ 3ML,,"45,500"
NEURORUBINE FORTE LACTAB,,"1,600"
NEUROTON TABS,"(B12,6,12 & FOLIC ACID)","1,000"
Nifedipine Retard 20mg,,500
Nifedipine X-L,(Adalat) 30Mg,"5,800"
Nitazoxanide 500mg (netazox),,"3,136"
NITAZOXANIDE SUSPENSION (NETOX) 30ML,,"19,250"
Nitrofurantoin tabs,,300
Nitroglcerine Inj 25MG /5ML,,"35,000"
Non Woven Adhesive Wound Dressing 9cm x 25Cm,,"2,960"
Norethisterone (Primolut N) tabs 5mg,,"2,000"
Norethisterone 5mg tab,,"2,000"
Norfloxacilin + Tinidazole (Nor- T),,800
Norfloxin 400 + Tinidazole 600 tabs,(Norzole),800
Item,Price
NORMAL SALINE INFUSION (NS) 0.9% 500ML Bottle,"7,500"
Nosic (Doxylamine Succinate & Pyridoxine Hydrochloride ) tabs,528
Nystatin Oral Suspension 1000000 IU/mL in 30 mL,"7,500"
OFLOXACIN 200MG TABS (ERACIN),750
Ofloxacin 200mg tabs (Evaflox),550
Omega3 1000Mg Capsule,720
OMEPRAZOLE (EPIRAZOLE) 20MG,"1,800"
OMEPRAZOLE 200mg TABS (PROLOC),350
Omeprazole 20mg Tabs (OMESK),350
Omeprazole tabs 20mg (Aprazole),350
ONCE A DAY MULTI VITAMIN TABS,700
Ondansetron 2mg/m1 in 4mL,"10,780"
ondasetron (Emeset) tabs 8mg,"3,150"
OPERATING BULB,"25,000"
Oral Rehydration Salts (O.R.S) powder for lit,"1,088"
Ornidazole tabs 500mg (DAZOLIC),"1,312"
Oxygen Face Masks - ADULT,"6,500"
Oxygen twin bone nasal set - size INFANT,"7,500"
Oxypentifylline tabs 400mg,650
Oxytocin 10 RJ in lmLampoule,"3,000"
PANCURONIUM INJ,"12,000"
PANTOCID 40MG INJECTION,"45,000"
Pantoprazole 20mg tabs (Pantor 20),660
Pantoprazole 40mg IV Inj,"30,000"
Pantoprazole 40mg tab,"1,500"
PANTOPRAZOLE 40MG TABS (PANOPAZ),900
Paracetamol 120mg/5mL (Totomol) 100ml,"3,000"
Paracetamol 125mg Suppository (ADOL),"1,600"
Paracetamol 250mg Suppository (ADOL),"1,800"
Paracetamol 325mg+Tramadol 37.5mg (Febrex) tabs,856
Paracetamol 500mg Tabs (MEDAMOL),100
Paracetamol 500mg+ Codeine 30mg tabs (PARA CO DENK),"1,800"
Paracetamol Denk 500mg tabs,800
Paracetamol Elixir 60mls - Bells,"9,450"
Paracetamol IV 100mls 1g,"19,250"
Paracetamol Suppository 250mg (DENK),"3,800"
Item,,Price
paracetamol syrp neladol 100ml,,"3,000"
Paracetamol tabs 500mg (PARAKANT),,350
PARACETAMOL+DICLOVERINE,,360
Paracetemol 500mg tabs (ASMOL),,100
Paracetemol Suppository 125g (DENK),,"2,200"
PARACETEMOL SUSPENSION 100ML,(FEVASTIN LIQUID),"3,500"
Paracetemol Tabs 500mg (NCPC),,100
Paraffin Gauze (Neotulle),,"2,700"
PARAFIN GUAZE 10X10 (SINA),,"2,700"
"Penicillin, Phenoxy methyl (Pen V) 125mg/5mL in100mL",,"3,800"
"Penicillin, Phenoxy methyl (Pen V) 250mg",,200
Pethidine 100mg/2ml,,"30,800"
Pethidine Hydrochloride 50mg/mL in 2mL,,"30,800"
Phenobarbitone Injection,,"25,000"
Phenobarbitone Tabs 30mg,,200
"Phenytoin 100 mg,",,"2,080"
Physiotherapy Services,,"25,000"
Phytomedane injection,,"7,500"
Pioglitazone 30mg,,"1,250"
Placitaxel Injection 5ml,,"15,000"
Plaster Of Paris 10Cm,,"4,400"
Plaster of Paris 15cm Roll,,"4,000"
Plaster Wound Adhesive 5 cm x 4m,,"6,210"
Plastibell 1.3Cm,,"50,000"
Plastibell Circumcision device 1.4,,"45,000"
Plastibell Circumcision Device 1.5,,"45,000"
Plastibell Circumcsion Device 1.7,,"45,000"
polyvac set,close wound suction unit,"87,500"
Potassium Chloride 15% Injection,,"4,800"
Povidone Iodine 250ML,,"7,430"
Praziquantel Tablets USP 600mg,,"1,000"
Prednisalone tablets 5mg (S KANT),,100
Prednisolone 5mg,,150
Pregabalin 150Mg Capsule,,"4,434"
Pregabalin 75Mg Capsule,,"3,000"
Procaine Penicillin for Injection 4000ui IM only,,"5,000"
Item,,Price
Promethazine HCI 25mg/mL in 2mL,,"3,400"
Promethazine syrup,,"3,400"
Promethazine Tabs 25mg,,180
Propanolol 40mg tabs,,100
Propofol B P Injection 20mg,,"22,750"
Propofol B.P 10Mg Injection,,"32,000"
Propranolol 40mg,,100
Pyodine Iodine (Antiseptic) 10% solution - 450ml,,"23,100"
Quadrajel Gel 15Gm,,"10,000"
Quadriderm cream,,"30,000"
Quinine 300mg/mL in 2mL,,"3,400"
Quinine Injection 600mg/ml in 2ml,,"3,400"
rabeloc inj,,"50,000"
Rabeprazole 20mg tabs,,"2,500"
Ramipril 5Mg + Hydrochlorotiazide 25Mg Tab,,"2,240"
RANITADINE INJECTION,,"6,500"
RINGERS LACTATE INFUSION 500ML BOTTLE,,"7,500"
Rosuvastatin 10Mg,,"2,500"
Ryles Enteral Feeding Tube - 12 FG,,"5,500"
Ryles Enteral Feeding Tube - 14 FG,,"5,500"
Ryles Enteral Feeding Tube - 16 FG,,"5,500"
Ryles Enteral Feeding Tube,18 FG,"6,500"
S AMLODIPINE,2.5MG,700
S AMLODIPINE 5MG,,"1,500"
Salbultamol inhaler 100mcg dose (ASTHALIN INHALER),,"12,600"
Salbutamol + Beclomethasone ( Aerocort Inhaler),,"27,300"
Salbutamol 2.5mg + Ipratropium 500mcg respules (Duolin),,"3,400"
Salbutamol 4mg,,180
Salbutamol Respules 2.5Ml,,"3,000"
Salbutamol syrup 2mg/5mL,,"4,500"
SALINE NASAL SPRAY (ILIADIN),,"22,000"
Salycylic acid + Betamethasone 30gm,,"35,000"
Scalp Vein set 23 G,,780
Secnidazole 1000mg,,"3,500"
Seroflo 125 Inhaler,,"54,520"
Silverex (Silver Sulfadiazine + Chlorhexidine gluconate) cream,,"5,000"
Item,,Price
SKIN STAPLER MULTI DIRECTIONS,,"177,600"
SODALIME,,"63,000"
"Sodium Chloride IV Solution (NS) 0,9%, 500m1/:",,"3,000"
Sodium Cromoglycate eyedrops,,"9,500"
Sodium Fusidate Ointment BP 2% 15gm Tube- Disuf,,"10,500"
Sodium Fusidate Ointment BP 2% 20gm Tube -Fucide,,"5,200"
Sodium Hyaluronate Injection (Hyorth) 1%,,"175,000"
Sodium Valproate (Epilim) 200mg,,920
Sodium Valproate 200mg,,480
Sodium Valproate 200mg Syrup,,"58,000"
Sodium Valproate 500mg,,"2,480"
SOLIFENACIN SUCCINATE TABS,,"4,500"
SONADERM CREAM,,"10,100"
SONY THERMAL PAPER FOR ULTRASOUND,,"120,000"
Spacer - Zerostat for Cipla Inhalers,,"45,000"
Spacer for use with baby mask (inhalation),,"38,000"
Specialist (2/Wk),,"30,000"
SPINAL NEEDLE 22G,,"3,300"
SPINAL NEEDLE 23G,,"3,300"
Spinal needle 25G,,"4,400"
Spironolactone 25mg,,490
STETHOSCOPE,,"15,000"
Suction Catheter 10G,,"1,000"
Suction Catheter 12G,,"1,000"
Suction Catheter 14G,,"1,500"
Suction Catheter 16G,,"1,000"
SUCTION CATHETER 18FR,,"2,500"
Suction Catheter 18G,,"1,000"
SUCTION CATHETER 6FR,,"2,000"
Suction Catheter 6G,,"1,400"
Suction Catheter 8G,,"1,800"
Suction Tube,,"44,000"
Sulbactum sodium,- MAGTAM 1GM POWDER FOR INJECTION,"32,000"
Sulfamethoxypyrazine + Pyrimethamine 500+25mg,,"2,250"
Sulphasalazine 500mg,,"2,200"
Super Specialist,,"50,000"
Item,Price
SUPRIM 960MG TABS,560
Surgical Blade 100 10G,300
Surgical Blade 100 11G,300
Surgical Blade 100 15G,300
Surgical Blade 100 20G,300
Surgical Blade 100 21G,300
Surgical Blade 100 23G,300
Surgical Blade 100 24G,200
Surgical blade size 22G,600
Surgical paper tape 5cm x 5m (MEDIPLAST),"4,500"
Surgical paper tape 7.5cm x 5cm (MEDIPLAST),"5,500"
SUTURES - CATGUT 3,"15,000"
SUTURES - CATGUT 4/0,"15,000"
SUTURES - CATGUT NO 1,"15,000"
SUTURES - CATGUT NO 2,"15,000"
SUTURES - CHROMIC - ROUND 4/0,"15,000"
SUTURES - CHROMIC - ROUND NO 0,"15,000"
SUTURES - CHROMIC - ROUND NO 1,"15,000"
SUTURES - CHROMIC - ROUND NO 2,"15,000"
SUTURES - CHROMIC - ROUND NO 2/0,"15,000"
SUTURES - CHROMIC - ROUND NO 3/0,"15,000"
SUTURES - NYLON - REVERSE CUTTING NO 0,"15,000"
SUTURES - NYLON - REVERSE CUTTING NO 1,"15,000"
SUTURES - NYLON - REVERSE CUTTING NO 2,"15,000"
SUTURES - NYLON - REVERSE CUTTING NO 2/0,"15,000"
SUTURES - NYLON - REVERSE CUTTING NO 3/0,"15,000"
SUTURES - PROLENE - CUTTING NO 2/0,"15,000"
SUTURES - PROLENE - CUTTING NO 3/0,"15,000"
SUTURES - PROLENE - REVERSE CUTTING NO 2,"15,000"
SUTURES - PROLENE - ROUND NO 0,"15,000"
SUTURES - PROLENE - ROUND NO 1,"15,000"
SUTURES - PROLENE - ROUND NO 2,"15,000"
SUTURES - PROLENE - STRAIGHT NEEDLE NO 2/0,"15,000"
SUTURES - PROLENE - TAPER CUT NO 1,"15,000"
SUTURES - SILK - CUTTING NO 0,"15,000"
SUTURES - SILK - CUTTING NO 1,"15,000"
Item,,Price
SUTURES - SILK - CUTTING NO 2/0,,"15,000"
SUTURES - SILK - CUTTING NO 3/0,,"15,000"
SUTURES - SURGICRYL - REVERSE CUT NO 0,,"15,000"
SUTURES - SURGICRYL - REVERSE CUT NO 1,,"15,000"
SUTURES - SURGICRYL - REVERSE CUT NO 2/0,,"15,000"
SUTURES - SURGICRYL - REVERSE CUT NO 3/0,,"15,000"
SUTURES - VICRYL - ROUND NO 1,,"15,000"
SUTURES - VICRYL - ROUND NO 2,,"15,000"
SUTURES - VICRYL - ROUND NO 2/0,,"15,000"
SUTURES - VICRYL - ROUND NO 3/0,,"15,000"
SUTURES - VICRYL - ROUND NO 4/0,,"15,000"
SUTURES - VICRYL - ROUND NO. 0,,"15,000"
SUTURES - VICRYL - TAPER CUT 4/0,,"15,000"
SUTURES - VICRYL 5-0,,"1,500"
Suxamethonium Chloride 100Mg/2Ml,,"7,000"
Syringe 20CC,,720
Syringe 50CC,,960
Syringe Disposable with needle 10 cc,,800
Syringe Disposable with needle 2 cc,,400
Syringe Disposable with needle 5 cc,,400
SYRINGE WITH NEEDLE,5ML (AUTODISABLE),200
"Tamsulosin hydrochloride, 0.4mg",,"1,280"
Telmisartan 40mg + Hydrochlorothiazide 12.5mg,,"2,216"
Telmisartan 40Mg Tablets,,"2,000"
Telmisartan 80Mg Tablets,,"3,000"
Terbinafine tabs,,"3,900"
Tetracycline Oint 1%,,"3,500"
Thiopental Injection BP 500mg (IV or Rectal),,"3,920"
THIOPENTALSODIUM INJ iv only,500mg,"25,000"
THORACIC DRAINAGE CATHETER STRAIGHT 30G,,"24,000"
Tinidazole Tablets 500mg,,700
Tobramycin Eye Drops,,"5,000"
Tongue Depressor,,300
Torsemide Tablet 10Mg,,440
Torsemide Tablet 5Mg,,300
TRAMADOL 37.5MG + PARACETAMOL 325MG,,720
Item,Price
Tramadol HCI Injection 100mg/2ml - Amadol,"6,500"
Tramadol HCI Injection 100mg/2ml - Plazadol,"6,500"
"Tramadol Hydrochloride 50m g/m1 in 1ml,2m1","6,500"
Tramadol Hydrochloride 50mg,"1,000"
Tranexamic acid 2.5mg/mL,"14,000"
Tranexamic Acid 500mg (TREXAMIN Inj),"12,250"
TRANSPORE MEDICAL TAPE 7CM (NOT FOR PRESCRIPTION,"24,500"
Travisil/Zecuf Herbal Cough Syrup 100mls,"4,550"
Triamcinolone Acetonide Inj 40mg (Triam),"7,000"
Trigan D tabs,"1,120"
"URINE CATHETER 12""","3,300"
"URINE CATHETER 14""","3,300"
"URINE CATHETER 16""","3,300"
Urine Collection Bag for Adults 2000 cc,"6,300"
Urine Collection Bag for Children 100 cc,"4,500"
Vasograin tabs,"1,400"
Verapamil 40mg tabs,436
VISCID GEL ANTACIDS,"10,400"
Vitamin B complex B1 to B12 (Nat B),880
Vitamin B complex Injection vial,"4,500"
Vitamin B Denk tabs,"1,000"
VITAMIN B(nicotinamide riboflavin thiamin),11
"VITAMIN B1,B6 & B12 500MG - NEUROVIT FORTE TABS",800
Vitamin E capsules,"1,400"
Vitamin K Injection 10mg,"13,600"
Vitamins+Minerals+Essential Phospholipids (V2 Plus),"1,120"
VITANE GROWTH & APPETITE LIQUID,"48,300"
Vomidoxine(Meclizine HCl + B6) 25mg + 50mg,750
Warfarin 5mg,650
Water for injection 10m1 amp,400
Water for injection 10ml amp (NIR),400
Whitefield Ointment 20Gm,"3,000"
Xylometazoline Decongestant Nasal Spray 0.05%,"24,000"
XYLOMETAZOLINE DECONGESTANT PEDIATRIC 0.05%,"24,000"
YANKAU SUCTION TUBES,"24,500"
ZINC OXIDE ADHESIVE PLASTER 2*5M,"2,500"
Item,Price
Zinc Oxide Plaster 10Cm X 5Cm,"5,000"
ZINC OXIDE PLASTER 5CM,"4,200"
Zinc Oxide Plaster 7.5Cm x 5Cm,"5,500"
Zinc Sulphate tabs,400
Latanolprost eye drop,"50,000"
timolol,"6,500"
pimaricine,"40,000"
moisol,"5,000"
bright,"6,000"
tears natural eye,"20,000"
gentadex,"15,000"
apiflox,"15,000"
phendex,"15,000"
dexamethasone,"5,000"
cipro eye,"10,000"
dexamethasone+ neomycin,"5,000"
maxtrol eye,"12,000"
olapadine,"20,000"
brimonidine taitrate,"35,000"
moxifloxacine eye (vigamor),"50,000"
aciclovir oitment,"10,000"
azithromycine oitment,"25,000"
sodium chloride,"15,000"
brimonidine &timol (brimoche),"25,000"
dorzolamide hydrochloride&timolo(zaliche),"25,000"
tropicamide,"10,000"
chloramphenical&dexamethasone eye drops,"5,000"
gentamicine eye,"5,000"
norfloxacine eye,"5,000"
bimatoprost (lumigan),"50,000"
dorzolamide,"25,000"
cyclopentalate,"15,000"
pilocarpaine,"7,000"
predinisolone eye,"5,000"
fluconazole eye,"15,000"
nepafenac,"15,000"
PHYSIOTHERAPY CHARGES,
Item,Price
CARDIAC REHAB,"25,000"
CHEST PHYSIOTHERAPY,"25,000"
ELECTRO DIAGNOSIS,"50,000"
EXERCISE THERAPY,"25,000"
GAIT TRAINING,"25,000"
HOT COLD PACKS,"10,000"
INFRA RED RAYS,"20,000"
MANIPULATION and POP-CLUBFOOT,"25,000"
MANUAL DISLOCATION REDICTION,"120,000"
MANUAL MASSAGE PER PORTION,"25,000"
MOBILISATION and MANIPULATION,"25,000"
MUSCLE STIMULATION,"15,000"
NEUROLOGICAL TREATMENT,"25,000"
SPLINTING,"25,000"
TENS,"25,000"
TRACTION,"25,000"
TRIMING PROGRAM,"50,000"
ULTRASOUND,"15,000"
VIBROMASTER MASSAGE,"25,000"
PROCEDURAL CHARGES,,
Item,,Price
(VIA) CERVICAL CANCER SCREENING,,"25,000"
Above Elbow POP (Adult),,"100,000"
Above Elbow POP (Children),,"100,000"
Above Knee POP (Adult),,"100,000"
Above Knee POP (Children),,"100,000"
Antral Wash Out,,"350,000"
Arterio Venous Fistula (AV-Fistula),,"2,000,000"
Ascitic Tapping,,"200,000"
Auditory Comprehension Management (Per session),,"75,000"
Auditory Training (Per session),,"75,000"
Augmentative Alternative Communication Training (Per session),,"75,000"
Below Elbow POP (Adult),,"100,000"
Below Elbow POP (Children),,"100,000"
Below Knee POP (Adult),,"100,000"
Below Knee POP (Children),,"100,000"
Biopsy - Prostate Trucut,,"500,000"
Biventricular Device Interrogation,,"100,000"
Bleeding Socket/ Dry Socket Treatment,,"100,000"
BOT -BMI/BP VITAL MEASUREMENTS,,"5,000"
Bronchoscopy and biopsy (Rigid and lexible fibre op,,"500,000"
CANNULATION,DRIP/IV PROCEDURE,"5,000"
Cardiac Defibrillation,,"200,000"
Catheterization,,"15,000"
CEASARIAN SECTION DELIVERY,,"2,000,000"
Central line Catheterization,,"800,000"
Closed Reduction Dislocation/Fracture,,"1,000,000"
Closed Reduction Fracture/Dislocation (Children),,"1,000,000"
Club Foot POP (Children),,"100,000"
Colonoscopy (Flexible/Rigid),,"350,000"
Contact POP (Adult),,"100,000"
Contact POP (Children),,"100,000"
Cryotherapy Of Cervix,,"200,000"
CUT DOWN NURSING PROCEDURE,,"60,000"
Cutting down,,"350,000"
Cylinder POP (Adult),,"100,000"
Item,Price
Cylinder POP (Children),"100,000"
Delayed Speech and Language Management,"75,000"
Dental scalling (Per Quadrant),"100,000"
Dialysis including Erythropoietin,"300,000"
Diasterma Closure,"100,000"
Diasterma Formation,"100,000"
Direct Laryngoscopy + Biopsy,"1,000,000"
DISCOUNTED DIALYSIS TREATMENT,"260,000"
DISIMPACTION,"300,000"
Distal Humeral Fracture POP (Adult),"100,000"
Dysluency Management (Per session),"75,000"
Dysphagia Management (Per session),"75,000"
Ear Wax Removal,"100,000"
ECG Continuous Monitoring,"50,000"
Electro Cardioversion,"800,000"
Endodontic Treatment Complex,"700,000"
Endodontic Treatment-Anterior Tooth,"100,000"
Endodontic Treatment-Molar,"500,000"
Endodontic Treatment-Premolar,"500,000"
ENEMA PROCEDURE,"20,000"
Exchange Blood Transfusion (Jaundice/sickle cell anaemia,"500,000"
Exercise Therapy Non Paralytic Condition,"25,000"
Expressive Management (Per session),"100,000"
Eyelash Electrolysis,"150,000"
Fibre Optic Nasolaryngoscopy,"500,000"
Fistula or Canal Probing,"800,000"
